Record_ID,Company_Name,Address1,Address2,City,state,zip_code,zip4,phone_number,naics_code,duns_number,Address_Update_Date,Phone_Update_Date,Update_Date
REC000464,Zeta Enterprises,5939 Industrial Pkwy,Suite 200,Boston,MA,02101,,735-188-9656,236220,,2023-07-02,2024-04-06,2024-12-25
REC000465,Tech Solutions Inc #18,793 Park Way,,Philadelphia,PA,19101,,524-433-9817,236220,35-622-8447,,2024-09-11,2020-12-06
REC000466,Gamma Holdings,XXXX Unknown Ave,Suite 200,,,,,,,,2024-08-03,,2024-12-07
REC000467,Apex Manufacturing,7365 Industrial Pkwy,,Houston,TX,77001,7653,387-992-3008,518210,,,2020-03-20,2024-01-29
REC000468,Midwest Manufacturing,2219 Cedar Ln,,Denver,CO,80201,,404-185-9440,334118,32-784-3067,2021-04-06,,2023-01-09
REC000469,Global Industries LLC #40,3328 Park Way,,Columbus,OH,43201,,,518210,,2021-09-25,,2024-03-05
REC000470,Horizon Ventures #25,1546 Elm Blvd,,Columbus,OH,43201,,355-883-8025,517311,42-203-6344,,,2022-06-14
REC000471,Summit Enterprises #4,7037 Commerce Dr,Suite 200,Portland,OR,97201,4958,,,86-820-3811,,,2021-01-08
REC000472,Catalyst Corp #37,6263 Oak Ave,,Fort Worth,TX,76101,,746-321-1350,236220,93-369-2119,2022-02-16,2022-04-12,2021-10-12
REC000473,Omega Systems,7026 Corporate Way,,San Diego,CA,92101,,,334118,38-993-1783,2023-09-28,,2022-04-06
REC000474,Alpha Innovations #7,4837 Elm Blvd,,Charlotte,NC,28201,8844,296-652-2099,334118,34-747-5254,2022-05-28,2023-06-12,2024-03-20
REC000475,Midwest Manufacturing,6858 Commerce Dr,,Jacksonville,FL,32201,,,,88-180-5101,2021-10-09,,2022-04-22
REC000476,Pioneer Holdings,,,,,,,397-349-6869,541519,75-346-4418,,2023-05-28,
REC000477,Theta Group #52,502 Commerce Dr,,Boston,MA,02101,,571-831-2747,541613,,2023-11-25,2021-07-06,2022-08-04
REC000478,Metro Business Solutions,,,,,,,780-454-1003,238210,55-696-3507,,2023-01-05,2023-11-25
REC000479,Stellar Systems,6123 Oak Ave,Ste 500,Columbus,OH,43201,4500,400-302-2757,541511,51-607-7782,2024-06-03,2020-09-12,2020-02-22
REC000480,Acme Corporation,6118 Pine Rd,,Chicago,IL,60601,3674,866-754-9178,541330,,2021-07-05,2020-10-25,2024-08-24
REC000481,Zeta Enterprises,7880 Commerce Dr,Floor 3,Denver,CO,80201,2378,795-898-9652,517311,,,2024-07-08,2020-05-28
REC000482,Metro Business Solutions,5194 Corporate Way,,Miami,FL,33101,,824-495-6448,541330,81-813-6211,2024-07-20,2024-04-26,2023-03-24
REC000483,Pacific Trading Co,9902 Pine Rd,Suite 100,Dallas,TX,75201,,256-461-2411,236220,,2020-05-31,2024-01-31,2021-11-11
REC000484,Prime Services Co,8659 Main St,,Miami,FL,33101,6233,292-429-9017,334118,40-709-6323,2024-07-31,,2021-10-02
REC000485,Eastern Distributors,5197 Tech Park Blvd,,New York,NY,10001,,940-316-8729,423430,44-710-7972,2023-06-25,2022-08-02,2020-04-12
REC000486,Theta Group,1736 Elm Blvd,,Columbus,OH,43201,,883-397-8050,,12-160-2891,,2024-06-29,
REC000487,Atlas Group,5469 Pine Rd,,Houston,TX,77001,,877-988-6644,517311,93-911-3965,2023-07-24,,2020-01-19
REC000488,Nexus Solutions #4,9622 Oak Ave,,Austin,TX,78701,5125,661-474-9586,238210,,,2024-08-23,2024-10-15
REC000489,Alpha Innovations #9,6796 Oak Ave,,Portland,OR,97201,,239-663-9104,541512,,,2020-09-09,2023-07-18
REC000490,Horizon Ventures #34,1837 Elm Blvd,Unit A,Fort Worth,TX,76101,,123456,541519,11-480-1932,2023-02-02,2022-03-17,2023-10-10
REC000491,Theta Group,8126 Industrial Pkwy,,San Jose,CA,95101,,,238210,,2024-07-27,,2024-07-30
REC000492,Gamma Holdings #9,123 Fake Street,,,,,,841-520-3862,,28-518-9756,,2020-07-01,2024-12-02
REC000493,Nexus Solutions #14,000 Nowhere Blvd,Unit 5B,,,,,999-999-9999,334118,,2021-02-21,,2022-11-30
REC000494,Pinnacle Industries #2,2271 Business Center Dr,,Miami,FL,33101,6721,,,18-714-4349,2022-01-13,,2023-01-02
REC000495,Quantum Dynamics,1179 Cedar Ln,,Boston,MA,02101,,947-686-6103,236220,,2021-12-21,,
REC000496,Metro Business Solutions,,,,,,,384-119-9356,,,,2020-10-19,2021-11-25
REC000497,Fusion Technologies #70,123 Fake Street,Bldg B,,,,,675-197-6335,,69-296-9385,2023-12-27,,2020-03-13
REC000498,Sigma Corp,,,,,,,391-290-9072,,,,2023-04-03,
REC000499,Acme Corporation #58,3881 Tech Park Blvd,,San Antonio,TX,78201,,872-499-7707,334118,60-313-1157,,2021-07-19,2021-07-17
REC000500,Catalyst Corp,7521 Park Way,,Chicago,IL,60601,4699,864-171-7022,,,,2020-03-29,2023-01-30
REC000501,Prime Services Co,,,,,,,800-830-1786,334111,,,2022-09-02,2024-01-28
REC000502,Beta Technologies #89,8554 Industrial Pkwy,Unit A,Austin,TX,78701,5933,647-667-6008,423440,,,,2022-03-11
REC000503,Delta Services,9245 Corporate Way,,Portland,OR,97201,7982,805-602-1252,,73-939-7994,,2022-01-12,2020-10-27
REC000504,Apex Manufacturing #39,,,,,,,448-398-6850,334118,,,2020-05-28,
REC000505,Horizon Ventures,3770 Corporate Way,,Denver,CO,80201,,855-691-4378,238210,,,,2020-04-23
REC000506,Prime Services Co,3484 Commerce Dr,Ste 500,Denver,CO,80201,1355,,423440,,2024-05-26,,2023-03-27
REC000507,Acme Corporation,XXXX Unknown Ave,,,,,,670-171-4683,,17-165-6331,2024-01-03,,2020-04-07
REC000508,Eastern Distributors,8285 Elm Blvd,,Phoenix,AZ,85001,8118,,334118,30-570-9544,2022-10-10,,2020-11-07
REC000509,Eastern Distributors,7707 Business Center Dr,,San Antonio,TX,78201,1423,,541330,,2021-04-28,,2021-07-19
REC000510,Beta Technologies #57,1931 Elm Blvd,,Dallas,TX,75201,,844-150-3577,541512,,2022-01-10,2022-08-02,2020-04-21
REC000511,Alpha Innovations,8460 Oak Ave,,San Antonio,TX,78201,8924,520-410-3147,517311,,2021-07-12,,
REC000512,Mountain View Tech,5162 Park Way,,Atlanta,GA,30301,,328-943-7925,541519,,2020-06-01,,2020-04-29
REC000513,Delta Services #40,,,,,,,720-426-6928,518210,99-291-6757,,2021-07-26,2022-12-07
REC000514,Southern Logistics,2164 Park Way,,Boston,MA,02101,,460-783-4020,517311,,,2022-01-18,2022-01-07
REC000515,Catalyst Corp,3147 Park Way,,San Antonio,TX,78201,1489,816-584-8653,541511,59-567-6897,2023-10-17,2021-07-31,
REC000516,Pinnacle Industries #47,8915 Cedar Ln,,Dallas,TX,75201,2971,513-586-4669,541330,66-848-8350,2022-01-12,2022-10-25,2024-12-14
REC000517,Fusion Technologies,3602 Maple Dr,,Miami,FL,33101,,319-579-2593,423440,35-176-5163,2023-12-30,2021-12-25,2024-11-03
REC000518,Gamma Holdings #87,4518 Cedar Ln,Room 205,Denver,CO,80201,,123-456-7890,541512,17-219-5768,,2022-10-06,2023-10-29
REC000519,Epsilon LLC,999 Invalid Rd,,,,,,388-442-6447,518210,65-670-1467,2021-03-22,2020-06-10,2023-07-09
REC000520,Vertex Partners,PO Box 0000,,,,,,,238210,,2024-12-14,,2023-07-13
REC000521,Pacific Trading Co #32,4983 Park Way,,Chicago,IL,60601,4027,874-669-3864,518210,,2022-08-17,,2020-12-22
REC000522,Nexus Solutions,5026 Maple Dr,Unit 5B,San Antonio,TX,78201,4075,,,42-678-4497,2023-07-05,,2020-06-06
REC000523,Midwest Manufacturing,,,,,,,779-444-9312,541613,18-846-4560,,2021-08-03,2021-09-05
REC000524,Tech Solutions Inc #66,,,,,,,440-367-2601,334118,67-380-3541,,2020-05-19,
REC000525,Fusion Technologies,5132 Oak Ave,,Philadelphia,PA,19101,,936-601-8093,,75-241-8067,,2022-07-02,2023-05-25
REC000526,Pinnacle Industries,,,,,,,607-515-7943,334111,,,2020-05-15,2022-05-23
REC000527,Global Industries LLC,4810 Oak Ave,,San Jose,CA,95101,9075,713-549-8616,423440,72-686-8536,2020-04-17,2021-09-21,2023-02-06
REC000528,Vertex Partners,,,,,,,492-800-2401,334118,,,2022-06-20,2021-06-29
REC000529,Eastern Distributors #61,709 Commerce Dr,,Houston,TX,77001,,623-337-2551,,19-712-5351,,,2020-07-02
REC000530,Southern Logistics,,,,,,,844-195-4391,541613,67-130-2630,,,2024-04-27
REC000531,Eastern Distributors #65,5116 Business Center Dr,Bldg B,Fort Worth,TX,76101,9521,458-499-8160,,43-197-2663,,2022-12-15,2022-04-13
REC000532,Theta Group,,,,,,,626-224-9486,518210,94-494-6261,,2023-06-01,2020-06-29
REC000533,Prime Services Co,,,,,,,453-848-9953,517311,,,2022-12-29,2022-07-19
REC000534,Horizon Ventures,7747 Cedar Ln,Bldg B,Seattle,WA,98101,,217-137-6587,,53-656-3716,2021-04-10,,2023-12-25
REC000535,Global Industries LLC,4661 Business Center Dr,,Houston,TX,77001,5682,831-604-6245,,91-591-3452,2020-12-31,2023-09-26,2022-11-06
REC000536,Stellar Systems #69,9290 Elm Blvd,,Seattle,WA,98101,9314,530-265-7541,423430,72-193-6899,2022-09-18,2024-10-23,2020-01-23
REC000537,Southern Logistics #47,497 Industrial Pkwy,,Charlotte,NC,28201,3760,,541330,,2023-08-31,,2023-06-15
REC000538,Beta Technologies,,,,,,,855-361-9818,518210,,,2022-07-11,2021-03-25
REC000539,Fusion Technologies,,,,,,,321-555-2331,518210,,,2022-02-05,2020-09-06
REC000540,Midwest Manufacturing,,,,,,,306-153-9700,541611,,,2022-06-16,
REC000541,Eastern Distributors,,,,,,,722-948-1235,541611,,,2020-01-28,2023-07-26
REC000542,Quantum Dynamics #2,8769 Maple Dr,,Portland,OR,97201,9173,,,30-909-7476,,,2022-12-23
REC000543,Catalyst Corp,,,,,,,123456,517311,,,2022-03-01,2024-06-28
REC000544,Atlas Group,8335 Commerce Dr,,Portland,OR,97201,,636-306-5311,541611,27-142-7540,2022-08-20,2024-11-14,
REC000545,Acme Corporation #37,4997 Elm Blvd,,Miami,FL,33101,8503,233-926-5941,334118,,2022-07-12,2020-01-17,2023-07-29
REC000546,Fusion Technologies #6,1744 Oak Ave,,Atlanta,GA,30301,1461,745-256-8413,517311,62-615-9241,2023-04-30,2021-10-06,2022-11-24
REC000547,Global Industries LLC,9632 Main St,,Seattle,WA,98101,3826,336-755-4708,,,,,
REC000548,Northern Supply Co,1828 Industrial Pkwy,,Philadelphia,PA,19101,6671,,518210,,,,2022-02-01
REC000549,Metro Business Solutions,,,,,,,606-167-4257,541330,,,2024-03-14,
REC000550,Atlas Group,PO Box 0000,,,,,,658-119-6299,541611,,,2022-11-08,2022-11-30
REC000551,Stellar Systems,,,,,,,540-199-5677,517311,48-693-9115,,,2023-05-28
REC000552,Pioneer Holdings,8248 Park Way,,Chicago,IL,60601,,462-143-2720,238210,30-720-2308,2021-04-28,2023-02-11,2024-02-08
REC000553,Pioneer Holdings #69,,,,,,,217-268-5522,,,,2020-02-24,2024-05-07
REC000554,Apex Manufacturing,7050 Corporate Way,,Jacksonville,FL,32201,,,,,,,2020-04-03
REC000555,Delta Services,,,,,,,888-333-4572,541512,,,,2022-02-02
REC000556,Delta Services,,,,,,,670-123-7567,541511,78-439-4470,,2024-12-02,2020-06-17
REC000557,Delta Services #80,1024 Industrial Pkwy,,Jacksonville,FL,32201,,,334111,65-559-3359,,,2023-07-13
REC000558,Theta Group,4578 Industrial Pkwy,,Jacksonville,FL,32201,,385-646-4730,541511,24-352-2394,2022-10-27,2020-08-21,2021-07-18
REC000559,Southern Logistics,,,,,,,892-961-7386,517311,42-211-8599,,2023-10-09,2022-02-06
REC000560,Stellar Systems,,,,,,,862-733-9642,541512,83-252-4801,,2020-06-09,2024-03-01
REC000561,Vertex Partners,8576 Maple Dr,Bldg B,Charlotte,NC,28201,1109,,423440,36-688-3400,,,2021-05-12
REC000562,Southern Logistics #89,,,,,,,477-575-5137,517311,93-151-3156,,2020-03-25,2023-06-24
REC000563,Eastern Distributors,6280 Business Center Dr,,San Diego,CA,92101,,762-768-7853,,54-643-9184,2021-07-14,,2021-05-13
REC000564,Metro Business Solutions,9966 Oak Ave,,Phoenix,AZ,85001,,,238210,86-671-3828,2024-04-08,,2020-11-11
REC000565,Eastern Distributors,6774 Cedar Ln,,San Diego,CA,92101,9960,931-971-8837,423430,,,,2022-05-11
REC000566,Southern Logistics,5487 Oak Ave,,Miami,FL,33101,,,541511,,2020-05-01,,2023-09-29
REC000567,Fusion Technologies,,,,,,,555-555-5555,541613,52-661-4305,,2021-01-08,
REC000568,Prime Services Co,8009 Oak Ave,,Seattle,WA,98101,1224,844-709-9736,541330,61-980-8567,2021-09-21,,2022-08-31
REC000569,Theta Group,123 Fake Street,,,,,,483-731-6366,541613,75-536-8698,,2024-03-16,2021-09-26
REC000570,Metro Business Solutions #98,3730 Tech Park Blvd,,Phoenix,AZ,85001,,303-544-2125,,,,2020-05-05,2020-04-21
REC000571,Gamma Holdings,N/A,,,,,,528-584-8207,,31-685-6105,2023-04-18,2022-04-04,2020-07-14
REC000572,Midwest Manufacturing,,,,,,,800-858-9967,517311,,,2020-02-25,2023-01-15
REC000573,Horizon Ventures,5915 Commerce Dr,,San Antonio,TX,78201,2550,844-686-7949,,45-957-2246,,,2021-03-15
REC000574,Midwest Manufacturing,3215 Business Center Dr,Ste 500,Atlanta,GA,30301,3285,819-902-9428,,,2024-08-06,2023-01-19,2022-02-14
REC000575,Southern Logistics,,,,,,,111-111-1111,,21-473-4457,,,2022-07-22
REC000576,Apex Manufacturing,,,,,,,739-959-6636,541519,,,2021-01-15,2024-03-19
REC000577,Vertex Partners #42,,,,,,,344-366-3981,541611,,,2024-10-05,2024-01-26
REC000578,Acme Corporation,,,,,,,885-866-5108,,78-541-8363,,2024-12-03,2022-02-20
REC000579,Tech Solutions Inc,,,,,,,570-819-3338,,35-613-6643,,,2021-03-25
REC000580,Fusion Technologies,,,,,,,201-676-4468,541511,23-815-3866,,2024-06-19,2024-08-23
REC000581,Midwest Manufacturing,4024 Park Way,,Dallas,TX,75201,,878-900-7764,541519,23-679-9793,,2022-11-07,2021-08-14
REC000582,Sigma Corp #92,N/A,,,,,,707-363-8721,334111,28-437-8541,2024-10-18,2023-10-27,2022-10-16
REC000583,Metro Business Solutions,4133 Cedar Ln,,Boston,MA,02101,2181,477-947-1047,541330,22-251-4547,,2022-08-28,2020-06-17
REC000584,Delta Services,,,,,,,506-699-1126,541611,38-601-8204,,2023-03-31,2020-06-22
REC000585,Apex Manufacturing #47,7295 Commerce Dr,,Columbus,OH,43201,,235-384-5113,541613,,2021-05-10,2021-04-25,2023-08-12
REC000586,Metro Business Solutions,TBD,,,,,,N/A,541613,17-958-8051,2022-04-12,,2022-07-24
REC000587,Atlas Group,7609 Maple Dr,,Portland,OR,97201,9212,877-454-5572,238210,,2024-03-17,2020-04-13,2022-02-09
REC000588,Catalyst Corp,2317 Oak Ave,,Columbus,OH,43201,5340,510-707-8198,541511,74-697-8998,2021-10-29,2022-07-30,
REC000589,Gamma Holdings,Unknown,,,,,,801-743-1683,541330,77-132-2095,,2024-03-14,2020-08-08
REC000590,Alpha Innovations,1430 Maple Dr,Room 205,Atlanta,GA,30301,4589,263-925-2157,541512,27-844-7519,2020-05-22,,
REC000591,Eastern Distributors,9616 Commerce Dr,,San Antonio,TX,78201,,,517311,42-193-4467,2022-12-20,,2023-12-28
REC000592,Southern Logistics,5051 Cedar Ln,,San Antonio,TX,78201,,512-741-6823,541511,55-863-9557,2023-06-19,,2024-05-13
REC000593,Zeta Enterprises,7502 Elm Blvd,,Fort Worth,TX,76101,,799-660-4604,,,,,2022-09-18
REC000594,Acme Corporation #62,,,,,,,218-434-5483,541511,,,2022-10-03,
REC000595,Delta Services,9379 Industrial Pkwy,,Miami,FL,33101,,,,,,,2023-01-22
REC000596,Epsilon LLC,Test Address 123,,,,,,,,97-664-9191,,,2023-12-22
REC000597,Coastal Services #17,1144 Oak Ave,Bldg B,Phoenix,AZ,85001,,404-578-6266,236220,,,,2022-03-15
REC000598,Theta Group,4754 Oak Ave,,Columbus,OH,43201,,,,,2024-04-30,,2020-01-02
REC000599,Prime Services Co,,,,,,,203-946-3221,541613,,,2021-07-19,2020-06-08
REC000600,Southern Logistics,9775 Pine Rd,,Chicago,IL,60601,8074,518-682-1597,423440,86-841-2250,2020-07-17,2023-07-12,2024-06-06
REC000601,Summit Enterprises #81,1353 Oak Ave,,Los Angeles,CA,90001,3433,230-842-9871,541519,,2022-02-21,2024-06-07,2023-11-21
REC000602,Apex Manufacturing,451 Industrial Pkwy,,Portland,OR,97201,,811-564-1109,236220,51-522-9107,2021-11-23,,2024-11-09
REC000603,Prime Services Co,6392 Cedar Ln,,Charlotte,NC,28201,,619-412-4113,334118,,2020-09-29,2022-05-07,
REC000604,Coastal Services,3732 Pine Rd,,Miami,FL,33101,8457,862-725-5464,541613,71-566-4924,,2023-06-19,2020-06-23
REC000605,Metro Business Solutions,1679 Main St,,Phoenix,AZ,85001,,418-582-8489,238210,,2020-04-20,,2020-09-17
REC000606,Theta Group,1356 Main St,,Denver,CO,80201,,866-103-6770,541611,10-675-7437,2021-01-01,2022-02-27,2024-01-21
REC000607,Epsilon LLC,4606 Maple Dr,,Seattle,WA,98101,5329,905-209-5292,236220,34-473-1411,,2023-01-05,2020-01-30
REC000608,Horizon Ventures #49,Test Address 123,,,,,,,238210,,,,
REC000609,Fusion Technologies,,,,,,,472-390-9378,541330,79-788-4567,,2022-09-06,
REC000610,Eastern Distributors #18,,,,,,,123-456-7890,423430,,,2022-03-21,2021-04-02
REC000611,Global Industries LLC,8445 Commerce Dr,,Columbus,OH,43201,7736,249-222-4638,541512,,2021-01-01,2023-05-08,2023-07-03
REC000612,Metro Business Solutions,,,,,,,362-311-9539,,12-815-4188,,2023-09-12,2024-03-19
REC000613,Pioneer Holdings,,,,,,,821-792-6417,423440,69-381-3039,,2021-04-24,
REC000614,Gamma Holdings,2924 Business Center Dr,,Charlotte,NC,28201,8842,830-528-3255,541330,94-553-5195,,,2024-06-15
REC000615,Southern Logistics,2709 Industrial Pkwy,,Denver,CO,80201,3138,498-940-9759,541511,,2023-06-06,2022-03-21,2024-12-09
REC000616,Zeta Enterprises #29,,,,,,,830-420-7242,541611,63-708-4605,,2023-03-14,2021-02-11
REC000617,Alpha Innovations #85,504 Main St,,Austin,TX,78701,2401,,,,2020-09-20,,2024-02-04
REC000618,Zeta Enterprises #81,7806 Main St,,Atlanta,GA,30301,,555-555-5555,541330,91-594-2638,,,2021-08-06
REC000619,Catalyst Corp,3250 Corporate Way,,Seattle,WA,98101,,409-966-8944,,,2024-08-02,2022-09-09,2020-01-10
REC000620,Metro Business Solutions,632 Business Center Dr,,Phoenix,AZ,85001,4805,,334118,78-109-9595,2023-08-16,,2024-06-24
REC000621,Fusion Technologies,1764 Tech Park Blvd,,Philadelphia,PA,19101,,,236220,,2020-04-01,,2022-05-10
REC000622,Midwest Manufacturing #34,1509 Tech Park Blvd,,San Diego,CA,92101,,984-829-1834,541613,,2021-04-14,2022-10-25,2022-12-28
REC000623,Delta Services #95,5274 Elm Blvd,Office 101,Denver,CO,80201,1474,,518210,61-543-2308,2020-04-02,,2021-10-16
REC000624,Southern Logistics,,,,,,,637-895-1010,,,,2021-11-20,
REC000625,Atlas Group,1245 Commerce Dr,,Jacksonville,FL,32201,,864-103-2005,,,,2021-12-13,2024-07-24
REC000626,Omega Systems #63,8384 Cedar Ln,,Columbus,OH,43201,7093,,518210,,2024-07-30,,2022-03-03
REC000627,Pinnacle Industries,7108 Elm Blvd,,Dallas,TX,75201,8372,,,46-592-4213,,,2024-10-15
REC000628,Southern Logistics,,,,,,,273-684-1110,236220,34-483-9131,,2023-08-20,2020-02-25
REC000629,Summit Enterprises,4464 Main St,,Chicago,IL,60601,2462,871-219-2618,334118,,2024-01-23,2023-05-15,2023-11-05
REC000630,Pinnacle Industries #45,2617 Main St,,New York,NY,10001,1242,631-637-7330,,,2022-03-05,,2022-01-02
REC000631,Global Industries LLC,3785 Main St,,Fort Worth,TX,76101,,663-528-3409,,,,2023-12-31,
REC000632,Stellar Systems,,,,,,,930-888-4374,541511,,,,2021-07-03
REC000633,Eastern Distributors,1968 Tech Park Blvd,,Los Angeles,CA,90001,1435,402-794-5105,,12-533-6126,2020-04-23,2024-07-23,2021-02-11
REC000634,Acme Corporation,,,,,,,564-992-5384,334111,,,2021-04-11,2024-06-22
REC000635,Eastern Distributors,,,,,,,230-955-9892,541613,,,2022-07-28,
REC000636,Tech Solutions Inc,7531 Tech Park Blvd,,Portland,OR,97201,8009,866-221-1672,238210,89-132-9906,2020-12-06,,
REC000637,Acme Corporation,2704 Main St,,Portland,OR,97201,,,541511,,,,2024-11-12
REC000638,Omega Systems,7078 Industrial Pkwy,,Austin,TX,78701,9924,309-655-9996,,,,2022-08-26,2022-01-05
REC000639,Quantum Dynamics,5101 Pine Rd,,Charlotte,NC,28201,4885,705-848-8690,541613,,2021-10-04,2024-08-23,2020-06-17
REC000640,Nexus Solutions,3170 Oak Ave,,Dallas,TX,75201,6296,236-146-2813,518210,55-471-2304,2023-01-03,2024-01-19,2023-06-26
REC000641,Zeta Enterprises,8292 Cedar Ln,,Philadelphia,PA,19101,,,,,,,2021-09-29
REC000642,Atlas Group,9069 Commerce Dr,,Dallas,TX,75201,,761-989-7637,334118,,,2021-10-09,2023-08-25
REC000643,Summit Enterprises #75,9104 Maple Dr,,Boston,MA,02101,5882,460-761-1165,238210,,2021-10-04,,2021-07-21
REC000644,Beta Technologies,,,,,,,204-262-5365,541519,,,,2020-05-06
REC000645,Stellar Systems,4870 Corporate Way,,Jacksonville,FL,32201,6635,,423440,,,,2021-10-06
REC000646,Horizon Ventures,,,,,,,308-131-6323,518210,19-933-2289,,2020-03-11,2020-11-06
REC000647,Epsilon LLC #38,1055 Industrial Pkwy,,San Diego,CA,92101,,111-111-1111,517311,98-100-8656,,2021-04-05,2024-01-28
REC000648,Horizon Ventures #95,5888 Commerce Dr,,Chicago,IL,60601,,834-484-3383,541330,42-799-9341,,2023-02-12,2023-11-09
REC000649,Catalyst Corp,,,,,,,738-598-3147,541512,,,2020-10-25,
REC000650,Delta Services,9439 Main St,Ste 500,Atlanta,GA,30301,8371,810-527-5411,541512,64-303-9331,,2023-11-20,2023-04-03
REC000651,Horizon Ventures,N/A,,,,,,843-243-7491,423440,97-795-2379,2020-11-09,2024-04-26,2023-08-17
REC000652,Sigma Corp #53,1311 Park Way,,San Jose,CA,95101,,,,59-420-3364,,,2022-09-14
REC000653,Gamma Holdings #73,4591 Pine Rd,,Columbus,OH,43201,,605-261-3976,541330,16-977-9601,,2023-09-19,2022-05-10
REC000654,Theta Group,8556 Corporate Way,,Philadelphia,PA,19101,,527-252-6132,334111,,2023-02-04,2020-10-09,2024-04-09
REC000655,Southern Logistics,,,,,,,963-521-7291,423430,90-891-6122,,2023-05-12,
REC000656,Alpha Innovations #20,6591 Pine Rd,,San Jose,CA,95101,2798,905-895-2235,541613,50-760-2458,,2024-02-18,2023-02-13
REC000657,Catalyst Corp,9662 Business Center Dr,,Miami,FL,33101,,912-726-9546,236220,,,2024-07-26,2020-02-13
REC000658,Northern Supply Co,4911 Commerce Dr,,Charlotte,NC,28201,8498,,,,2024-03-16,,2022-09-11
REC000659,Stellar Systems,8280 Corporate Way,,Phoenix,AZ,85001,,279-132-5108,541613,31-755-7669,2023-05-06,2023-05-02,
REC000660,Southern Logistics,PO Box 0000,,,,,,855-443-2984,,76-440-2728,2020-01-08,2021-07-08,2020-03-12
REC000661,Alpha Innovations #13,4301 Corporate Way,Office 101,Miami,FL,33101,1055,820-406-9412,423430,29-792-1617,2020-03-04,,2020-09-19
REC000662,Delta Services,,,,,,,835-706-6878,334118,19-875-8613,,,2021-12-17
REC000663,Atlas Group,2613 Commerce Dr,,Columbus,OH,43201,,389-453-1236,518210,,2022-10-23,2021-09-29,2023-07-28
REC000664,Nexus Solutions,,,,,,,532-823-9172,238210,25-527-9622,,2023-01-13,
REC000665,Mountain View Tech,123 Fake Street,,,,,,297-780-6068,,97-505-5618,2022-09-03,,
REC000666,Pioneer Holdings,2575 Main St,,New York,NY,10001,1956,,236220,80-117-2587,2024-07-12,,2021-01-09
REC000667,Beta Technologies,,,,,,,402-386-2246,541611,94-109-8742,,,2021-12-14
REC000668,Stellar Systems,1471 Business Center Dr,,Jacksonville,FL,32201,3252,,,70-642-2294,2024-09-16,,2024-11-03
REC000669,Prime Services Co,2714 Tech Park Blvd,,Philadelphia,PA,19101,1125,982-960-7336,541511,90-372-5181,2024-11-12,2022-06-14,2023-04-01
REC000670,Gamma Holdings,1655 Pine Rd,Unit A,Portland,OR,97201,9421,413-410-9731,,20-210-9615,2024-10-23,2020-03-23,
REC000671,Coastal Services,2841 Business Center Dr,,Columbus,OH,43201,,111-111-1111,334118,59-455-3024,,,2021-10-28
REC000672,Eastern Distributors,,,,,,,703-574-3312,541519,12-798-2309,,2023-02-12,2023-02-14
REC000673,Fusion Technologies,4157 Park Way,Floor 12,Houston,TX,77001,,INVALID,518210,55-838-6621,2024-02-08,2022-07-21,2024-05-06
REC000674,Summit Enterprises,5109 Main St,,Jacksonville,FL,32201,7346,763-650-3120,236220,65-179-7059,2022-07-21,2023-10-19,
REC000675,Sigma Corp,8740 Corporate Way,,Philadelphia,PA,19101,,,,,2023-02-01,,2021-10-31
REC000676,Atlas Group #70,,,,,,,866-869-9135,541330,94-775-3957,,2021-09-14,2022-08-08
REC000677,Atlas Group #8,3027 Corporate Way,,Seattle,WA,98101,,855-599-1762,,,2021-11-05,2021-12-01,2021-12-11
REC000678,Midwest Manufacturing,,,,,,,869-861-5235,518210,52-536-9462,,2023-04-12,2023-06-18
REC000679,Omega Systems,5852 Industrial Pkwy,,Fort Worth,TX,76101,9930,,541613,99-784-3616,2023-09-21,,2020-01-02
REC000680,Metro Business Solutions,,,,,,,000-000-0000,541330,,,,
REC000681,Apex Manufacturing,,,,,,,603-511-4711,334111,,,2023-05-15,2022-07-10
REC000682,Quantum Dynamics,6565 Main St,,Portland,OR,97201,,866-910-6449,541613,13-219-9085,2020-11-19,,2020-08-08
REC000683,Global Industries LLC,1249 Commerce Dr,,Miami,FL,33101,,877-862-2205,,75-633-9344,,,
REC000684,Mountain View Tech #13,1775 Oak Ave,,San Antonio,TX,78201,,484-188-5860,423440,34-534-8200,,,2020-02-28
REC000685,Acme Corporation,PO Box 0000,,,,,,512-342-2563,541330,,,,2020-10-01
REC000686,Pacific Trading Co,,,,,,,855-780-9142,334111,86-799-9018,,2024-02-25,2022-11-02
REC000687,Stellar Systems,999 Invalid Rd,,,,,,380-325-9766,,,2023-05-21,2020-02-14,2020-07-22
REC000688,Delta Services,4328 Main St,,Jacksonville,FL,32201,4190,888-601-6257,,45-228-3442,2024-05-28,,
REC000689,Catalyst Corp,2559 Industrial Pkwy,,Boston,MA,02101,,,518210,83-548-2506,2021-08-29,,2023-03-13
REC000690,Pioneer Holdings,152 Pine Rd,,Austin,TX,78701,,,,,2023-11-12,,2023-09-08
REC000691,Apex Manufacturing,7465 Industrial Pkwy,,Fort Worth,TX,76101,3429,326-434-9588,,83-139-2258,2021-10-22,2020-03-06,2022-12-15
REC000692,Vertex Partners,1303 Business Center Dr,,Dallas,TX,75201,2392,307-522-7162,517311,20-884-3102,2021-09-04,2021-09-27,2022-12-09
REC000693,Horizon Ventures #69,,,,,,,866-425-7770,,,,2024-08-17,
